account,year,month,ICP2,ICP3,View,Value,region,country,country_HFM,platform,platform HFM,MTD_QTD_YTD,Actual,JU,FBP,PY@ActualFX,Actual@JU,Actual@FBP,PY@FBP17,PY@FBP16,Actual@PYrate,JU_Sep,JU_DEC,PY_DEC
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Colombia,DPS_LAT.DPS_CO,Shoulders,37821,MTD,32,48,45,44,33,32,45,45,32,65.05611288,55.18038856,41.06874446
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Argentina,Rest_LAT.DPS_AR,Shoulders,37821,MTD,26,73,35,18,26,27,17,27,29,103.3856,76.752,18.8272
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,JJ Med Car - PR,Rest_LAT.001757,Shoulders,37821,MTD, -   ,5,5,5, -   , -   ,5,5, -   ,10,8,-7
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Peru,Rest_LAT.MRC_PE,Shoulders,37821,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,3.397014115
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,J&J MD&D Venezuela HI,Rest_LAT.005259,Shoulders,37821,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Costa Rica,Rest_LAT.MRC_CR,Shoulders,37821,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Other LAT,Rest_LAT.MRC_Other_LA,Shoulders,37821,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,CANADA,Canada,DPS_NAM.DPS_CA,Shoulders,37821,MTD,495,548,493,478,494,499,467,469,510,467.964,676.62,474.012
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,US,US,DPS_US.USxCAdj,Mitek,10504,MTD,53287,45536,49787,44729,53287,53287,44729,44729,53287,48796,57080,49857
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,UK,DPS_EUR.DPS_UK,Mitek,10504,MTD,1345,1185,1193,1464,1306,1329,1298,1566,1499,1183.1976,1207.2155,1366.4921
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Germany,DPS_EUR.DPS_DE,Mitek,10504,MTD,1380,1437,1577,1571,1296,1367,1563,1530,1374,1661.7225,1596.9075,1552.2075
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Italy,DPS_EUR.DPS_IT,Mitek,10504,MTD,1773,1781,1791,1835,1666,1757,1826,1786,1766,1662.84,1700.835,1552.2075
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Benelux,DPS_EUR.DPS_Benelux,Mitek,10504,MTD,1226,1523,1499,1530,1151,1214,1523,1490,1220,1519.8,1481.805,1322.0025
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,"MISSA (Maghreb, Iran, Sub Sah. Africa)",DPS_MEA.004954,Mitek,10504,MTD,11,66,69,5,11,11,5,5,11,88,54,118
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Prof Middle East,DPS_MEA.004961,Mitek,10504,MTD,386,530,98,525,386,386,525,525,386,1094,583,683
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Pakistan,DPS_MEA.002540,Mitek,10504,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Arab Emirates,DPS_MEA.MRC_AE,Mitek,10504,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,France,DPS_EUR.DPS_FR,Mitek,10504,MTD,1644,2111,1974,2146,1540,1624,2136,2089,1633,2359.0425,1855.05,1781.295
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Switzerland incl. Export,DPS_EUR.DPS_CH,Mitek,10504,MTD,1160,1190,1196,1141,1116,1149,1133,1118,1157,1285.8167,1461.4803,1241.9008
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Iberia,DPS_EUR.DPS_Iberia,Mitek,10504,MTD,1002,918,1119,998,950,1001,993,972,1005,829.185,776.6625,982.2825
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Ireland,Rest_EUR.DPS_IR,Mitek,10504,MTD,108,108,127,121,102,107,121,118,108,100.575,146.3925,110.6325
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Poland,Rest_EUR.DPS_PL,Mitek,10504,MTD,173,193,229,187,162,168,191,188,165,219.7776,252.588,176.5512
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Russia,DPS_EUR.DPS_RU,Mitek,10504,MTD,757,636,620,527,763,702,541,527,673,584.2521,650.6028,501.86745
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,South Africa,DPS_MEA.DPS_ZA,Mitek,10504,MTD,328,415,398,322,302,304,350,353,280,400.761027,350.549001,287.244441
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Finland,Rest_EUR.DPS_FI,Mitek,10504,MTD,162,197,193,226,152,160,225,220,161,211.2075,177.6825,169.86
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Norway,Rest_EUR.DPS_NO,Mitek,10504,MTD,117,119,156,177,114,123,183,171,121,130.2858,109.1718,148.0464
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J S.E. Slovenia,Rest_EUR.002790,Mitek,10504,MTD,142,103,92,91,135,142,91,89,142,96.105,92.7525,100.575
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Sweden,Rest_EUR.DPS_SE,Mitek,10504,MTD,256,312,307,310,244,257,298,300,267,334.18231,280.495145,311.339175
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Austria,Rest_EUR.DPS_AT,Mitek,10504,MTD,354,424,449,373,329,348,371,363,350,479.4075,490.5825,404.535
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Medical Israel,DPS_MEA.004966,Mitek,10504,MTD,219,189,172,201,212,204,197,192,208,200.829422,220.35817,204.787952
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Denmark,Rest_EUR.DPS_DK,Mitek,10504,MTD,250,291,258,301,236,248,300,293,249,312.8666,263.1504,262.099
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Czech Repub,Rest_EUR.DPS_CZ,Mitek,10504,MTD,635,579,577,618,595,617,616,601,618,453.350436,571.401831,529.68069
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Hungary,Rest_EUR.DPS_HU,Mitek,10504,MTD,53,55,54,53,50,53,54,52,52,57.39612,66.90846,93.99246
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Turkey,DPS_MEA.DPS_TR,Mitek,10504,MTD,242,202,218,208,230,281,199,207,294,244.93383,170.17491,3.2789
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Medical Greece,Rest_EUR.003760,Mitek,10504,MTD,154,158,126,176,145,153,175,172,154,130.7475,166.5075,317.37
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Medical Baltic States,Rest_EUR.002614,Mitek,10504,MTD,232,144,131,84,224,236,84,82,236,80.46,73.755,79.3425
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,EU Regional,Rest_EUR.Reg_EUR,Mitek,10504,MTD, -   , (246), (450), -   , -   , -   , -   , -   , -   ,-634.74,-428.0025,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,China,DPS_ASPAC.DPS_CN,Mitek,10504,MTD,2991,2939,3024,2460,2953,3041,2415,2548,3098,2886.6491,2906.78435,2188.17965
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Australia,DPS_ASPAC.DPS_AU,Mitek,10504,MTD,1238,1480,1527,1435,1232,1244,1473,1379,1213,1559.214,1436.5962,1505.4741
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Japan,DPS_ASPAC.DPS_JP,Mitek,10504,MTD,3001,2652,2948,2926,2994,3204,2988,2566,3134,2719.74716,3373.28186,3475.9946
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,India,DPS_ASPAC.DPS_IN,Mitek,10504,MTD,166,286,365,301,166,158,303,310,157,363.280608,362.112792,226.8258
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,New Zealand,Rest_ASPAC.DPS_NZ,Mitek,10504,MTD,279,281,284,248,271,278,253,237,271,315.7648,246.468,285.0456
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Korea,DPS_ASPAC.DPS_KR,Mitek,10504,MTD,432,427,464,509,426,436,533,520,417,438.86683,545.446115,420.78604
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,J&J Medical Thailand,Rest_ASPAC.004940,Mitek,10504,MTD,122,133,108,109,120,119,110,108,118,151.546568,180.468544,81.950376
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,MRC SG (004462),DPS_SG.MRC_SG,Mitek,10504,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,J&J Medical Singapore,DPS_SG.004471,Mitek,10504,MTD,210,174,247,233,207,212,231,225,214,185.7675,201.066,130.4015
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,J&J Med Indonesia,Rest_ASPAC.003891,Mitek,10504,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Malaysia,Rest_ASPAC.DPS_MY,Mitek,10504,MTD,7,27,32,26,7,7,25,24,7,30.5054,30.9858,25.4612
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Hong Kong,Rest_ASPAC.DPS_HK,Mitek,10504,MTD,56,72,68,58,56,56,58,58,56,73.0863,73.6019,65.2234
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Vietnam,Rest_ASPAC.DPS_VN,Mitek,10504,MTD, (0),1,4,0,0, -   ,0,0, (0),1.500470844,1.750549318,-0.709302893
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Taiwan,Rest_ASPAC.DPS_TW,Mitek,10504,MTD,17,21,22,50,17,17,52,50,16,28.961918,36.566798,24.905982
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Asia-Pac Reg Off-Pro,DPS_SG.5280SGD,Mitek,10504,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,J&J Med Philippines,Rest_ASPAC.004360,Mitek,10504,MTD,8,146,20,6,8,9,6,6,9,36.194921,181.677419,10.273487
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Other ASPAC,Rest_ASPAC.MRC_Other_ASPAC,Mitek,10504,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Chile,Rest_LAT.DPS_CL,Mitek,10504,MTD,323,362,352,215,328,322,219,211,315,395.9656856,541.7794848,250.2999929
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Brazil,DPS_LAT.DPS_BR,Mitek,10504,MTD,836,1080,1186,1015,876,853,1097,901,805,1113.5306,960.0682,759.2676
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Mexico,DPS_LAT.DPS_MX,Mitek,10504,MTD,299,313,309,256,293,287,247,286,298,374.6634,324.3758,193.30595
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Colombia,DPS_LAT.DPS_CO,Mitek,10504,MTD,354,749,386,351,364,356,358,359,348,601.4790918,508.5413018,231.5102678
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Argentina,Rest_LAT.DPS_AR,Mitek,10504,MTD,24,57,100,57,27,27,53,85,29,80.5568,81.4752,35.424
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,JJ Med Car - PR,Rest_LAT.001757,Mitek,10504,MTD,103,95,147,53,103,103,53,53,103,112,114,50
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Peru,Rest_LAT.MRC_PE,Mitek,10504,MTD,22, -   , -   ,18,23,21,17,17,22,0,0,62.20938156
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,J&J MD&D Venezuela HI,Rest_LAT.005259,Mitek,10504,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Costa Rica,Rest_LAT.MRC_CR,Mitek,10504,MTD,1, -   , -   ,1,1,1,0,1,1,0,0,0.086387507
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Other LAT,Rest_LAT.MRC_Other_LA,Mitek,10504,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,CANADA,Canada,DPS_NAM.DPS_CA,Mitek,10504,MTD,196,195,219,208,195,197,203,203,203,207.9,269.136,202.608
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,US,US,DPS_US.USxCAdj,PT,47835,MTD,9709,7334,7039,7066,9709,9709,7066,7066,9709,9691,10036,13743.4521
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,UK,DPS_EUR.DPS_UK,PT,47835,MTD,619,618,664,646,599,609,573,691,687,630.7859,572.6373,1154.1233
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Germany,DPS_EUR.DPS_DE,PT,47835,MTD,1675,2308,1563,1558,1587,1673,1551,1518,1679,1697.4825,1747.77,1657.2525
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Italy,DPS_EUR.DPS_IT,PT,47835,MTD,595,620,653,636,564,595,634,620,597,575.5125,632.505,850.4175
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Benelux,DPS_EUR.DPS_Benelux,PT,47835,MTD,436,555,616,696,407,429,694,679,432,547.575,566.5725,658.2075
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,"MISSA (Maghreb, Iran, Sub Sah. Africa)",DPS_MEA.004954,PT,47835,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Prof Middle East,DPS_MEA.004961,PT,47835,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,-13
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Pakistan,DPS_MEA.002540,PT,47835,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Arab Emirates,DPS_MEA.MRC_AE,PT,47835,MTD,37,173,173,176,37,37,176,176,37,115.1480599,18.94041284,65.47321162
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,France,DPS_EUR.DPS_FR,PT,47835,MTD,581,918,989,976,548,578,973,952,580,725.2575,1000.1625,1025.865
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Switzerland incl. Export,DPS_EUR.DPS_CH,PT,47835,MTD,1226,1154,1249, (563),1176,1211, (577), (570),1221,1236.7943,1975.1942,3132.3271
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Iberia,DPS_EUR.DPS_Iberia,PT,47835,MTD,388,345,327,343,371,391,342,335,392,227.97,420.18,588.9225
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Ireland,Rest_EUR.DPS_IR,PT,47835,MTD,100,123,118,141,92,97,141,138,98,135.2175,144.1575,143.04
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Poland,Rest_EUR.DPS_PL,PT,47835,MTD,108,87,63,96,103,107,97,96,105,60.4128,76.5576,86.4528
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Russia,DPS_EUR.DPS_RU,PT,47835,MTD,473,247,227,370,474,439,399,388,405,227.268,479.7987,197.65575
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,South Africa,DPS_MEA.DPS_ZA,PT,47835,MTD,60,58,62,78,53,55,83,84,51,107.401941,93.158415,-365.43996
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Finland,Rest_EUR.DPS_FI,PT,47835,MTD,67,84,75,64,61,65,64,62,65,89.4,74.8725,108.3975
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Norway,Rest_EUR.DPS_NO,PT,47835,MTD,160,204,266,245,156,168,253,238,163,223.4358,187.6662,217.971
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J S.E. Slovenia,Rest_EUR.002790,PT,47835,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Sweden,Rest_EUR.DPS_SE,PT,47835,MTD,176,197,159,165,169,177,159,160,184,211.617875,177.87497,228.315395
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Austria,Rest_EUR.DPS_AT,PT,47835,MTD,252,252,268,269,235,248,267,261,250,311.7825,444.765,322.9575
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Medical Israel,DPS_MEA.004966,PT,47835,MTD,2,78,97,132,0, (0),130,126, (0),65.183794,45.391144,36.682378
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Denmark,Rest_EUR.DPS_DK,PT,47835,MTD,32,79,81,117,29,31,117,114,31,84.7128,71.1948,89.0686
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Czech Repub,Rest_EUR.DPS_CZ,PT,47835,MTD,125,191,139,186,118,122,186,181,122,152.16432,160.144677,141.082788
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Hungary,Rest_EUR.DPS_HU,PT,47835,MTD,71,49,82,14,68,72,14,13,71,57.25704,82.58424,36.93672
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Turkey,DPS_MEA.DPS_TR,PT,47835,MTD,119,94,137,72,115,140,69,71,147,116.72884,110.17104,227.22777
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Medical Greece,Rest_EUR.003760,PT,47835,MTD,44,41,21,45,41,44,45,44,44,23.4675,40.23,64.815
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Medical Baltic States,Rest_EUR.002614,PT,47835,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,EU Regional,Rest_EUR.Reg_EUR,PT,47835,MTD, -   , (826), (745), -   , -   , -   , -   , -   , -   ,37.995,362.07,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,China,DPS_ASPAC.DPS_CN,PT,47835,MTD,119,173,372,240,116,119,236,249,120,247.589,307.8456,160.63455
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Australia,DPS_ASPAC.DPS_AU,PT,47835,MTD,378,412,447,407,376,379,417,390,369,512.4213,442.0296,379.2069
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Japan,DPS_ASPAC.DPS_JP,PT,47835,MTD,1773,1637,1879,1716,1770,1895,1752,1505,1846,1795.79426,2571.32018,2596.40914
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,India,DPS_ASPAC.DPS_IN,PT,47835,MTD,671,590,336,162,670,653,163,166,649,300.547928,920.194092,989.080264
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,New Zealand,Rest_ASPAC.DPS_NZ,PT,47835,MTD,30,54,51,33,29,29,34,31,29,54.2944,57.152,39.292
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Korea,DPS_ASPAC.DPS_KR,PT,47835,MTD,320,285,286,256,316,323,267,261,309,327.2836,347.450635,304.96051
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,J&J Medical Thailand,Rest_ASPAC.004940,PT,47835,MTD,130,177,117,140,129,128,141,138,126,185.341424,195.803784,212.944856
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,MRC SG (004462),DPS_SG.MRC_SG,PT,47835,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,J&J Medical Singapore,DPS_SG.004471,PT,47835,MTD,123,152,117,57,121,124,52,51,126,69.936,609.026,94.705
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,J&J Med Indonesia,Rest_ASPAC.003891,PT,47835,MTD,0,135,97, -   ,0, -   , -   , -   ,0,141.0142341,86.73112753,3.477864012
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Malaysia,Rest_ASPAC.DPS_MY,PT,47835,MTD,92,118,74,49,90,96,48,46,98,71.5796,80.7072,21.3778
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Hong Kong,Rest_ASPAC.DPS_HK,PT,47835,MTD,24,56,58,56,24,24,56,56,24,58.005,43.6971,40.2168
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Vietnam,Rest_ASPAC.DPS_VN,PT,47835,MTD,0,22,8,21,0,0,21,21,0,18.33064455,12.83142877,6.534140752
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Taiwan,Rest_ASPAC.DPS_TW,PT,47835,MTD,72,105,94,93,71,69,95,92,67,95.853175,95.536305,133.560705
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Asia-Pac Reg Off-Pro,DPS_SG.5280SGD,PT,47835,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,J&J Med Philippines,Rest_ASPAC.004360,PT,47835,MTD, -   ,0,31, -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,ASPAC,Other ASPAC,Rest_ASPAC.MRC_Other_ASPAC,PT,47835,MTD,320, -   , -   ,111,313,322,110,109,322,0,0,8.1704
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Chile,Rest_LAT.DPS_CL,PT,47835,MTD,178,259,246,169,182,178,171,165,175,270.4597016,278.170468,367.9114956
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Brazil,DPS_LAT.DPS_BR,PT,47835,MTD,312,254,270,66,324,315,60,50,292,262.99,230.8124,301.665
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Mexico,DPS_LAT.DPS_MX,PT,47835,MTD,201,106,197,220,197,195,210,243,205,155.4344,148.4731,428.8992
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Colombia,DPS_LAT.DPS_CO,PT,47835,MTD,149,236,141,126,153,150,127,128,146,196.3070604,165.5432064,120.8312805
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Argentina,Rest_LAT.DPS_AR,PT,47835,MTD,243,16,14,13,247,251,12,19,267,23.4848,23.7472,46.04513331
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,JJ Med Car - PR,Rest_LAT.001757,PT,47835,MTD, -   ,36,40, -   , -   , -   , -   , -   , -   ,36,36,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Peru,Rest_LAT.MRC_PE,PT,47835,MTD,40, -   , -   ,2,41,39,2,2,39,0,0,29.53381485
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,J&J MD&D Venezuela HI,Rest_LAT.005259,PT,47835,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Costa Rica,Rest_LAT.MRC_CR,PT,47835,MTD,128, -   , -   ,2,128,130,2,2,134,0,0,43.82052606
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,LATAM,Other LAT,Rest_LAT.MRC_Other_LA,PT,47835,MTD,71,13,21,21,68,70,20,20,71,11.2343,13.2769,34.7242
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,CANADA,Canada,DPS_NAM.DPS_CA,PT,47835,MTD,226,343,408,398,226,228,392,393,236,300.888,95.256,281.232
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,US,US,DPS_US.USxCAdj,CMF,47833,MTD,21310,19451,21499,20659,21310,21310,20659,20659,21310,18920.531,18478.36155,19439.524
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,UK,DPS_EUR.DPS_UK,CMF,47833,MTD,1053,1082,1045,1175,1023,1042,1042,1256,1176,1106.0875,983.4698,1012.5441
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Germany,DPS_EUR.DPS_DE,CMF,47833,MTD,565,572,635,673,534,563,671,656,566,578.865,695.085,723.0225
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Italy,DPS_EUR.DPS_IT,CMF,47833,MTD,472,463,462,440,446,470,438,429,472,444.765,554.28,515.1675
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Benelux,DPS_EUR.DPS_Benelux,CMF,47833,MTD,481,463,487,485,451,476,483,472,478,584.4525,496.17,547.575
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,"MISSA (Maghreb, Iran, Sub Sah. Africa)",DPS_MEA.004954,CMF,47833,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Prof Middle East,DPS_MEA.004961,CMF,47833,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,-9
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,J&J Pakistan,DPS_MEA.002540,CMF,47833,MTD, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0,0
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Arab Emirates,DPS_MEA.MRC_AE,CMF,47833,MTD,58,52,75,66,58,58,66,66,58,113.920363,96.99946844,66.6718027
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,France,DPS_EUR.DPS_FR,CMF,47833,MTD,481,370,401,436,458,483,435,425,484,346.425,514.05,436.9425
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Switzerland incl. Export,DPS_EUR.DPS_CH,CMF,47833,MTD,1025,865,924,711,992,1020,706,697,1025,831.3382,793.5501,1339.9456
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Iberia,DPS_EUR.DPS_Iberia,CMF,47833,MTD,930,880,939,954,886,933,951,930,936,714.0825,840.36,949.875
500001,2017,Jun,TotC2,TotC3,Periodic,USD Total,EMEA,Ireland,Rest_EUR.DPS_IR,CMF,47833,MTD,57,63,67,104,54,57,104,102,57,62.58,61.4625,44.7
